prospect_id,referrer_member_id,contact_id,annual_meeting_id,first_touch,interest_score,note
PROPA75KVO,M023,P00093,AM-2025,2025-06-25T09:43:00,5,Wants case study
PROIAAF99Q,M023,P00396,AM-2025,2025-06-25T12:19:00,3,Wants case study
PRON3PZKL2,M023,P00035,AM-2025,2025-06-25T18:15:00,5,Asked about pricing
PROPPV1AV9,M023,P00371,AM-2025,2025-06-25T16:36:00,4,Considering upgrade to Enterprise
PROERGPKCN,M023,P00237,AM-2025,2025-06-25T17:28:00,3,
PROMCOKL1Q,M023,P00221,AM-2025,2025-06-25T11:41:00,1,Asked about corporate tier
PROXK2ABUC,M023,P00209,AM-2024,2025-06-25T11:43:00,1,Interested in demo
PRO8UUUALQ,M023,P00062,AM-2025,2025-06-25T18:13:00,3,Considering upgrade to Enterprise
PROZM9VCSK,M023,P00368,AM-2025,2025-06-25T15:49:00,2,Wants case study
PROXF4MUZD,M023,P00074,AM-2025,2025-06-25T09:16:00,1,Renewal candidate
PROLK038NT,M023,P00300,AM-2024,2025-06-25T17:45:00,3,Wants case study
PROTH74EFX,M023,P00120,AM-2025,2025-06-25T13:22:00,3,Follow up after event
PROGB5ECKA,M023,P00354,AM-2024,2025-06-25T17:27:00,5,Requested member-only research
PRO97UF0A8,M023,P00252,AM-2025,2025-06-25T20:30:00,5,Interested in demo
PRO327PN5P,M023,P00182,AM-2024,2025-06-25T20:28:00,5,Wants case study
PROHU39IMQ,M023,P00215,AM-2025,2025-06-25T11:49:00,5,Follow up after event
PROX0PEOEW,M023,P00008,AM-2025,2025-06-25T10:07:00,2,Wants case study
PROBS7YEEY,M023,P00301,AM-2024,2025-06-25T10:29:00,4,Asked about pricing
PROBD5OLB0,M023,P00173,AM-2025,2025-06-25T18:27:00,3,Wants case study
PRODNLAPSR,M023,P00126,AM-2025,2025-06-25T19:01:00,5,Asked about pricing
PROFQHMTP7,M023,P00378,AM-2025,2025-06-25T09:51:00,2,Considering upgrade to Enterprise
PRODFRUH8T,M023,P00020,AM-2024,2025-06-25T09:11:00,2,Follow up after event
PRO0CSPNRM,M023,P00414,AM-2025,2025-06-25T19:13:00,2,Follow up after event
PROMIB4Z1H,M023,P00090,AM-2024,2025-06-25T18:21:00,3,Follow up after event
PROZ56PERF,M023,P00046,AM-2024,2025-06-25T14:02:00,2,Follow up after event
PRO483V56P,M023,P00056,AM-2024,2025-06-25T15:26:00,1,Asked about pricing
PROG3LO4VB,M023,P00052,AM-2025,2025-06-25T19:34:00,3,Interested in demo
PRORI2UQ16,M023,P00145,AM-2024,2025-06-25T16:07:00,2,Wants case study
PRO8CXNDEO,M059,P00027,AM-2024,2025-06-25T11:32:00,3,Wants case study
PRO915QGBU,M059,P00197,AM-2024,2025-06-25T15:58:00,4,Wants case study
PROLKW6Q1A,M059,P00276,AM-2024,2025-06-25T17:41:00,4,Asked about pricing
PROA1PDW9N,M059,P00255,AM-2024,2025-06-25T11:14:00,2,Asked about pricing
PROC9WRCNA,M059,P00036,AM-2024,2025-06-25T11:18:00,3,Asked about pricing
PROKRYB7WT,M059,P00091,AM-2024,2025-06-25T09:38:00,5,Interested in demo
PRONIZRHD5,M059,P00379,AM-2025,2025-06-25T16:54:00,3,Follow up after event
PROMFJY541,M059,P00178,AM-2024,2025-06-25T14:00:00,3,
PROB1AEBGU,M059,P00214,AM-2025,2025-06-25T16:06:00,4,Interested in certification track
PRO6LC6986,M059,P00219,AM-2025,2025-06-25T18:18:00,1,Asked about corporate tier
PRO6GY0963,M059,P00264,AM-2024,2025-06-25T13:13:00,3,Interested in demo
PROQQFAHL6,M059,P00361,AM-2024,2025-06-25T18:23:00,1,Interested in demo
PROIX57L5D,M059,P00113,AM-2025,2025-06-25T15:52:00,3,Interested in demo
PROEZS6HWQ,M059,P00185,AM-2025,2025-06-25T20:10:00,4,Interested in demo
PROU2VKJI8,M059,P00201,AM-2025,2025-06-25T18:41:00,1,Considering upgrade to Enterprise
PROHGK4GLD,M059,P00073,AM-2025,2025-06-25T20:36:00,3,Wants case study
PROKK7QVH9,M059,P00222,AM-2025,2025-06-25T20:53:00,1,Wants case study
PROQGBP4FI,M059,P00024,AM-2024,2025-06-25T12:43:00,2,Follow up after event
PRO2U92Q5E,M059,P00117,AM-2025,2025-06-25T15:56:00,2,Follow up after event
PRO2SHRUBV,M059,P00348,AM-2024,2025-06-25T18:35:00,3,Asked about pricing
PROY1DLJW6,M059,P00290,AM-2025,2025-06-25T15:13:00,4,Follow up after event
PROAJT6068,M059,P00262,AM-2024,2025-06-25T13:35:00,3,Asked about pricing
PROUHDLZYF,M059,P00208,AM-2024,2025-06-25T14:58:00,1,Wants case study
PROV39EB33,M059,P00200,AM-2025,2025-06-25T14:21:00,3,Asked about pricing
PROYMY2STH,M059,P00116,AM-2025,2025-06-25T10:16:00,2,Interested in demo
PRO2935QD6,M059,P00247,AM-2025,2025-06-25T18:15:00,1,Wants case study
PROZI7UVMU,M059,P00371,AM-2025,2025-06-25T17:11:00,3,Wants to host a chapter event
PROYJD1H6R,M059,P00199,AM-2025,2025-06-25T15:11:00,5,Interested in demo
PRO7TP6QBI,M059,P00228,AM-2024,2025-06-25T10:40:00,5,Asked about pricing
PROWMGZ6VV,M059,P00395,AM-2025,2025-06-25T11:41:00,3,Follow up after event
PROLU07TEB,M059,P00033,AM-2025,2025-06-25T18:45:00,5,Interested in demo
PROJY1AGRI,M059,P00306,AM-2025,2025-06-25T10:48:00,1,Follow up after event
PROFW9BIDR,M059,P00104,AM-2025,2025-06-25T11:45:00,4,Requested member-only research
PROLTTC620,M059,P00266,AM-2025,2025-06-25T10:27:00,5,Wants case study
PROF7GDSRP,M059,P00418,AM-2024,2025-06-25T09:14:00,5,Wants case study
PROZ958F1Z,M059,P00412,AM-2024,2025-06-25T20:58:00,3,Wants to host a chapter event
PRODSVHM7X,M059,P00232,AM-2025,2025-06-25T11:57:00,3,Wants case study
PRO20N63VF,M059,P00249,AM-2025,2025-06-25T11:43:00,2,Wants case study
PRO5BI0OEB,M059,P00067,AM-2024,2025-06-25T09:33:00,4,Asked about pricing
PROSVHJWOO,M059,P00069,AM-2025,2025-06-25T16:47:00,5,Wants case study
PROM908KQQ,M059,P00072,AM-2024,2025-06-25T16:11:00,2,Asked about pricing
PROS0OYG1E,M059,P00253,AM-2024,2025-06-25T20:38:00,2,
PROFDMW5NZ,M059,P00032,AM-2025,2025-06-25T19:10:00,5,Interested in demo
PRO7A0K7CN,M059,P00047,AM-2025,2025-06-25T09:37:00,5,Interested in certification track
PROBDUFA54,M059,P00124,AM-2024,2025-06-25T17:31:00,2,Asked about corporate tier
PROV5DBYKU,M059,P00239,AM-2025,2025-06-25T14:54:00,4,Wants case study
PRO8X1AYSP,M059,P00295,AM-2025,2025-06-25T16:18:00,4,Renewal candidate
PROKY2RM3C,M028,P00135,AM-2025,2025-06-25T12:52:00,2,Wants case study
PROS9YTSS0,M028,P00257,AM-2024,2025-06-25T20:13:00,4,Wants case study
PROHSPULGK,M028,P00417,AM-2025,2025-06-25T12:11:00,3,Asked about pricing
PRO9M46OHF,M028,P00238,AM-2025,2025-06-25T09:18:00,4,Asked about pricing
PROLY415ZL,M028,P00193,AM-2025,2025-06-25T12:25:00,3,Interested in demo
PROWS827E8,M028,P00385,AM-2024,2025-06-25T15:19:00,1,Asked about pricing
PRO3JIW3TP,M028,P00070,AM-2024,2025-06-25T11:03:00,3,Asked about pricing
PROI9M31L5,M028,P00102,AM-2025,2025-06-25T16:59:00,4,Asked about pricing
PROC4YA4LV,M028,P00327,AM-2025,2025-06-25T09:56:00,5,Considering upgrade to Enterprise
PROXMM26AK,M028,P00326,AM-2025,2025-06-25T17:58:00,5,Interested in demo
PROMS7P3Y2,M028,P00131,AM-2024,2025-06-25T09:57:00,3,Considering upgrade to Enterprise
PRODIR0GHZ,M028,P00279,AM-2024,2025-06-25T13:48:00,2,Interested in demo
PRO3Q3M00Z,M028,P00352,AM-2025,2025-06-25T12:00:00,4,Wants case study
PROGV1RRQD,M028,P00096,AM-2024,2025-06-25T17:39:00,4,Wants case study
PRODBEF1WE,M028,P00186,AM-2024,2025-06-25T17:09:00,5,Follow up after event
PROPMOAH4X,M028,P00141,AM-2024,2025-06-25T09:37:00,4,Follow up after event
PROPIQZV6O,M028,P00411,AM-2025,2025-06-25T20:41:00,4,
PROMC2H3V3,M028,P00011,AM-2025,2025-06-25T20:49:00,2,Asked about pricing
PRO03P2LDS,M028,P00065,AM-2025,2025-06-25T10:13:00,2,Interested in demo
PRORI58L0W,M028,P00002,AM-2025,2025-06-25T10:24:00,3,Asked about pricing
PROLTNZB1X,M028,P00410,AM-2024,2025-06-25T12:51:00,1,
PROFSSEFJU,M028,P00230,AM-2025,2025-06-25T20:05:00,2,Interested in demo
PROJKOPWGV,M028,P00118,AM-2024,2025-06-25T19:51:00,5,Follow up after event
PROVB6XVND,M028,P00105,AM-2024,2025-06-25T10:54:00,1,Interested in certification track
PROQO6RLOR,M028,P00420,AM-2024,2025-06-25T19:29:00,5,Wants case study
PROB1Z7ME9,M028,P00015,AM-2025,2025-06-25T13:55:00,3,Interested in demo
PRO70KSUJU,M028,P00030,AM-2025,2025-06-25T18:58:00,2,Wants case study
PROB9SZFC4,M028,P00289,AM-2025,2025-06-25T20:00:00,5,Asked about pricing
PROLF5X6BP,M028,P00293,AM-2024,2025-06-25T11:23:00,2,Wants case study
PROW5HIBUX,M028,P00178,AM-2025,2025-06-25T09:43:00,1,Requested member-only research
PROP6FFZ7Y,M028,P00355,AM-2025,2025-06-25T10:34:00,5,Wants case study
PROLDCW0ZI,M028,P00124,AM-2025,2025-06-25T15:59:00,2,Asked about pricing
PRO0H2TAYB,M028,P00057,AM-2024,2025-06-25T11:34:00,5,Requested member-only research
PROIPUF6FY,M028,P00129,AM-2024,2025-06-25T17:40:00,4,Wants case study
PRODFUJIL1,M028,P00213,AM-2025,2025-06-25T18:05:00,2,Wants case study
PROXFAJNRI,M028,P00321,AM-2025,2025-06-25T11:32:00,3,Lapsed last year — re-engaging
PRODS3MXJX,M028,P00161,AM-2025,2025-06-25T10:15:00,1,Follow up after event
PRO78YQW25,M028,P00223,AM-2024,2025-06-25T17:24:00,4,Referred by current member
PROGKZDWB2,M028,P00391,AM-2025,2025-06-25T12:47:00,1,Referred by current member
PRO40EYN9I,M028,P00074,AM-2024,2025-06-25T19:31:00,3,Asked about pricing
PROSWP2WJH,M028,P00419,AM-2024,2025-06-25T20:06:00,1,Asked about pricing
PROFP7PKWC,M028,P00137,AM-2024,2025-06-25T15:04:00,4,Requested member-only research
PROBEMHBSV,M028,P00337,AM-2025,2025-06-25T09:23:00,4,Follow up after event
PROXX2AJY4,M028,P00340,AM-2025,2025-06-25T15:10:00,5,Interested in demo
PROOWYPH0Q,M028,P00082,AM-2024,2025-06-25T17:54:00,4,Asked about corporate tier
PROTV3ZT41,M028,P00260,AM-2025,2025-06-25T14:09:00,4,Requested member-only research
PROBJ7JQ2D,M028,P00206,AM-2025,2025-06-25T13:27:00,1,Follow up after event
PROPK83SCU,M028,P00140,AM-2025,2025-06-25T12:27:00,5,Wants case study
PROGGKOT15,M028,P00393,AM-2024,2025-06-25T19:55:00,1,Wants case study
PRO03J8DQC,M028,P00058,AM-2024,2025-06-25T20:52:00,2,Follow up after event
PROMO431KZ,M028,P00198,AM-2024,2025-06-25T11:12:00,1,Wants to host a chapter event
PROJRMKNCX,M028,P00294,AM-2025,2025-06-25T11:03:00,2,Asked about pricing
PRO6W0QN84,M028,P00261,AM-2024,2025-06-25T17:21:00,1,Interested in demo
PROOTM7M0Y,M028,P00142,AM-2024,2025-06-25T15:50:00,3,Wants case study
PROAPNO0MT,M028,P00389,AM-2024,2025-06-25T10:50:00,3,Requested member-only research
PROPYL8CEI,M028,P00300,AM-2025,2025-06-25T12:34:00,3,Wants to host a chapter event
PROG9L56Q1,M028,P00409,AM-2025,2025-06-25T10:37:00,5,Follow up after event
PROUIBAILT,M028,P00101,AM-2024,2025-06-25T15:23:00,5,Wants case study
PROUUAE0QL,M028,P00051,AM-2025,2025-06-25T19:33:00,4,
PROR0UIPQS,M028,P00262,AM-2024,2025-06-25T19:43:00,4,Referred by current member
PROP06LATD,M028,P00025,AM-2025,2025-06-25T17:11:00,1,Lapsed last year — re-engaging
PROQGZEQZS,M028,P00113,AM-2024,2025-06-25T14:39:00,4,Follow up after event
PROXXC121D,M028,P00325,AM-2024,2025-06-25T10:05:00,4,Follow up after event
PROQU4W8EE,M028,P00041,AM-2025,2025-06-25T19:24:00,2,Interested in demo
PRO5GR6CCG,M028,P00341,AM-2025,2025-06-25T09:15:00,5,Wants case study
PROR28ZR4G,M028,P00401,AM-2024,2025-06-25T20:35:00,5,Wants case study
PRO59MYX88,M028,P00373,AM-2025,2025-06-25T19:02:00,3,Follow up after event
PRODDUSES7,M028,P00086,AM-2025,2025-06-25T17:11:00,3,Asked about pricing
PROMW8VMYT,M028,P00021,AM-2024,2025-06-25T19:21:00,1,Wants case study
PROD1LCNHZ,M028,P00351,AM-2024,2025-06-25T09:22:00,5,Lapsed last year — re-engaging
PROD0OVKFM,M028,P00306,AM-2024,2025-06-25T19:03:00,4,Interested in demo
PROXS01NB5,M028,P00164,AM-2025,2025-06-25T11:29:00,4,Asked about pricing
PROLZPOF10,M028,P00146,AM-2025,2025-06-25T19:42:00,4,Follow up after event
PROB31RN92,M028,P00035,AM-2025,2025-06-25T12:24:00,3,Interested in certification track
PROQ9HI5Y1,M028,P00022,AM-2025,2025-06-25T10:35:00,2,Requested member-only research
PROK3CGJTL,M028,P00382,AM-2024,2025-06-25T15:28:00,3,Wants to host a chapter event
PROFTAPVSA,M028,P00333,AM-2025,2025-06-25T17:54:00,2,Interested in demo
PRONJ342QH,M028,P00362,AM-2025,2025-06-25T10:59:00,5,Interested in certification track
PROFXFQXXL,M028,P00380,AM-2025,2025-06-25T19:02:00,2,Requested member-only research
PRO1QBCHBY,M028,P00116,AM-2025,2025-06-25T19:45:00,2,Wants case study
PRO8Q6GY7Y,M028,P00310,AM-2025,2025-06-25T13:45:00,5,Follow up after event
PROORK5QDL,M028,P00026,AM-2024,2025-06-25T17:46:00,3,Asked about pricing
PRO05AT6W7,M028,P00350,AM-2024,2025-06-25T16:18:00,3,Lapsed last year — re-engaging
PRORKHUNNS,M028,P00128,AM-2025,2025-06-25T16:39:00,3,Referred by current member
PRO51JA7N5,M028,P00226,AM-2025,2025-06-25T18:19:00,5,Follow up after event
PROMESYANY,M028,P00181,AM-2025,2025-06-25T13:45:00,1,Asked about pricing
PRO1G4MEQG,M028,P00224,AM-2024,2025-06-25T16:44:00,4,Asked about pricing
PROFZN5AYN,M028,P00200,AM-2024,2025-06-25T20:11:00,4,Interested in demo
PRO7C4219N,M028,P00078,AM-2025,2025-06-25T21:00:00,4,Wants case study
PROCSFNEM3,M028,P00024,AM-2025,2025-06-25T09:54:00,5,Interested in certification track
PRO93UXSGJ,M028,P00272,AM-2024,2025-06-25T18:35:00,3,Wants to host a chapter event
PRORQ9H2GM,M028,P00068,AM-2025,2025-06-25T10:57:00,5,Asked about pricing
PROMJN79P7,M028,P00221,AM-2024,2025-06-25T14:26:00,3,Lapsed last year — re-engaging
PRO1VRC037,M028,P00163,AM-2025,2025-06-25T10:06:00,2,Wants case study
PRO45TW3UT,M028,P00322,AM-2025,2025-06-25T20:10:00,4,
PRONP9KKCB,M028,P00199,AM-2024,2025-06-25T15:00:00,3,Asked about pricing
PROHTG9MHX,M028,P00315,AM-2025,2025-06-25T10:34:00,5,Referred by current member
PROT02MADN,M077,P00125,AM-2024,2025-06-25T10:34:00,1,Requested member-only research
PRO2RKO49Z,M077,P00136,AM-2025,2025-06-25T10:30:00,4,Wants case study
PRO5QFY393,M077,P00052,AM-2024,2025-06-25T12:59:00,3,Interested in certification track
PRO85YCEU8,M077,P00029,AM-2025,2025-06-25T16:57:00,3,Wants case study
PRO27XQFZ6,M077,P00117,AM-2025,2025-06-25T20:17:00,5,
PROAPIOBON,M077,P00216,AM-2024,2025-06-25T14:28:00,2,Follow up after event
PRO7TDKB9Y,M077,P00272,AM-2024,2025-06-25T17:13:00,4,Wants to host a chapter event
PRO8PAIHAE,M077,P00027,AM-2025,2025-06-25T12:18:00,3,Referred by current member
PROA6202SD,M077,P00111,AM-2024,2025-06-25T12:18:00,3,Follow up after event
PROLQEWJYA,M077,P00347,AM-2025,2025-06-25T19:50:00,1,
PRON0IY6P6,M077,P00129,AM-2024,2025-06-25T12:26:00,3,Follow up after event
PRO2F1YBOS,M077,P00348,AM-2025,2025-06-25T12:11:00,4,Wants case study
PROOAMSJS6,M077,P00034,AM-2024,2025-06-25T16:57:00,1,Requested member-only research
PROY5E366G,M077,P00154,AM-2024,2025-06-25T17:48:00,5,Interested in demo
PROHS7KBZD,M077,P00088,AM-2024,2025-06-25T19:23:00,3,Asked about corporate tier
PROL4WVKUL,M077,P00293,AM-2024,2025-06-25T15:47:00,3,Interested in demo
PROGOIZHZQ,M077,P00224,AM-2024,2025-06-25T16:05:00,5,Asked about pricing
PRO9VHLFW6,M077,P00044,AM-2025,2025-06-25T10:02:00,4,Interested in demo
PROYVMGH54,M077,P00168,AM-2025,2025-06-25T17:30:00,3,Wants case study
PROZKBRQQS,M077,P00403,AM-2025,2025-06-25T10:36:00,3,Requested member-only research
PROTY4K0PB,M077,P00368,AM-2024,2025-06-25T18:08:00,1,Interested in demo
PROSDA896V,M077,P00057,AM-2025,2025-06-25T15:40:00,4,Lapsed last year — re-engaging
PROLV15PUF,M077,P00080,AM-2025,2025-06-25T17:51:00,3,Wants case study
PROGCAJNTO,M077,P00113,AM-2025,2025-06-25T17:05:00,5,Wants case study
PRORSAUCDL,M077,P00312,AM-2024,2025-06-25T10:20:00,5,Wants case study
PROVGEU61X,M077,P00378,AM-2025,2025-06-25T14:22:00,3,Asked about pricing
PROPO7YTZA,M077,P00171,AM-2025,2025-06-25T17:52:00,4,Interested in demo
PRO6EQLQBM,M077,P00019,AM-2025,2025-06-25T16:14:00,2,Interested in certification track
PRO0XLYLU9,M077,P00165,AM-2025,2025-06-25T18:43:00,1,Wants case study
PROJFQJVH3,M077,P00349,AM-2025,2025-06-25T18:33:00,3,Renewal candidate
PROSWZPQ8E,M077,P00344,AM-2025,2025-06-25T10:27:00,4,Follow up after event
PROXKZKM24,M077,P00214,AM-2024,2025-06-25T11:19:00,3,Requested member-only research
PROZH0DDLV,M077,P00061,AM-2024,2025-06-25T19:10:00,1,Wants case study
PRO0MI9754,M077,P00014,AM-2025,2025-06-25T16:20:00,4,Interested in demo
PRO2K3HIB4,M077,P00292,AM-2025,2025-06-25T10:10:00,3,Wants case study
PROHOONC05,M077,P00049,AM-2024,2025-06-25T15:16:00,3,Interested in demo
PRO7SYS1KW,M077,P00108,AM-2025,2025-06-25T18:03:00,3,Follow up after event
PRO7HU9SXY,M077,P00340,AM-2025,2025-06-25T09:07:00,2,Interested in demo
PROLKPF1DP,M077,P00380,AM-2025,2025-06-25T13:49:00,4,Asked about pricing
PROK9KM5YH,M077,P00083,AM-2025,2025-06-25T15:24:00,2,Follow up after event
PROQN8129A,M077,P00037,AM-2025,2025-06-25T16:13:00,1,Considering upgrade to Enterprise
PRONB2S5DQ,M077,P00227,AM-2025,2025-06-25T12:28:00,3,Follow up after event
PRO52HPNPC,M077,P00263,AM-2025,2025-06-25T16:07:00,3,Wants case study
PROZ79CQU5,M077,P00396,AM-2025,2025-06-25T10:33:00,4,Renewal candidate
PROJBVH19G,M077,P00174,AM-2025,2025-06-25T20:47:00,3,Interested in demo
PRO4Y9LTZA,M077,P00353,AM-2025,2025-06-25T20:16:00,2,Renewal candidate
PROOXHG60Y,M077,P00352,AM-2025,2025-06-25T10:28:00,5,Wants case study
PROQONWUCQ,M077,P00068,AM-2024,2025-06-25T13:27:00,5,Interested in demo
PRONBXTZ8B,M077,P00339,AM-2024,2025-06-25T20:03:00,4,Asked about pricing
PRONJV4JGQ,M077,P00245,AM-2025,2025-06-25T20:15:00,5,Follow up after event
PROYTPZFXG,M077,P00274,AM-2025,2025-06-25T09:36:00,2,Follow up after event
PRO815JE31,M077,P00259,AM-2024,2025-06-25T13:25:00,3,Interested in demo
PROWB8FWLR,M077,P00124,AM-2025,2025-06-25T16:19:00,5,Interested in certification track
PROYVS7NGP,M077,P00419,AM-2024,2025-06-25T12:30:00,4,Follow up after event
PROQUOC3NE,M077,P00046,AM-2025,2025-06-25T16:45:00,1,Follow up after event
PROCSO5D58,M077,P00197,AM-2024,2025-06-25T17:56:00,4,Interested in demo
PROC582CKR,M077,P00233,AM-2024,2025-06-25T18:58:00,1,Interested in certification track
PROD4I432Z,M077,P00199,AM-2024,2025-06-25T12:27:00,3,Wants to host a chapter event
PROABN7XWD,M077,P00017,AM-2025,2025-06-25T20:55:00,2,Interested in demo
PROTNDFHQV,M077,P00242,AM-2025,2025-06-25T10:46:00,1,Asked about pricing
PRO5543RRC,M077,P00195,AM-2024,2025-06-25T16:37:00,4,Asked about pricing
PROMWTHBL8,M077,P00036,AM-2025,2025-06-25T11:04:00,5,Wants case study
PRO6NDXN44,M077,P00146,AM-2025,2025-06-25T10:23:00,4,Interested in demo
PROFSFTYTS,M077,P00260,AM-2025,2025-06-25T20:54:00,2,Wants case study
PROD0AJPZ0,M077,P00372,AM-2024,2025-06-25T14:44:00,4,Asked about pricing
PROA0VM00R,M077,P00240,AM-2024,2025-06-25T18:18:00,4,Interested in demo
PROB3K0O15,M077,P00404,AM-2025,2025-06-25T10:07:00,2,Asked about pricing
PROQDAOD73,M077,P00198,AM-2025,2025-06-25T09:27:00,3,Interested in demo
PRO0DAH1EF,M077,P00028,AM-2025,2025-06-25T16:52:00,5,Follow up after event
PRODENSO30,M077,P00011,AM-2024,2025-06-25T14:58:00,3,Follow up after event
PROVFIBJP1,M077,P00400,AM-2025,2025-06-25T11:17:00,3,Follow up after event
PROKTLJ1EG,M077,P00089,AM-2024,2025-06-25T16:58:00,3,Lapsed last year — re-engaging
PRO3V6KSR4,M077,P00287,AM-2024,2025-06-25T15:57:00,3,Follow up after event
PRO8PCZJX9,M077,P00420,AM-2025,2025-06-25T11:26:00,3,Asked about pricing
PRO7MKSJVI,M077,P00317,AM-2025,2025-06-25T15:42:00,3,Asked about pricing
PROIMPCSF4,M077,P00045,AM-2025,2025-06-25T11:46:00,2,Wants to host a chapter event
PROHZSLUU5,M077,P00093,AM-2025,2025-06-25T11:04:00,4,
PROJG72I3G,M077,P00107,AM-2025,2025-06-25T11:58:00,3,
PRO750K6XF,M077,P00261,AM-2024,2025-06-25T10:27:00,2,Asked about pricing
PRO3L98PBY,M077,P00346,AM-2025,2025-06-25T16:49:00,3,Interested in demo
PROZDO90QJ,M077,P00360,AM-2024,2025-06-25T13:48:00,5,
PROJ8A3B26,M077,P00371,AM-2024,2025-06-25T14:12:00,4,Asked about pricing
PRO60HTPLE,M077,P00276,AM-2025,2025-06-25T14:43:00,4,Interested in demo
PROI6RHDLI,M077,P00319,AM-2024,2025-06-25T15:14:00,3,Interested in demo
PROSGSRSS1,M077,P00280,AM-2024,2025-06-25T10:56:00,2,Wants case study
PROI9XK2UV,M077,P00153,AM-2024,2025-06-25T14:13:00,2,Asked about corporate tier
PRONQ3HZLL,M077,P00364,AM-2024,2025-06-25T13:27:00,3,Requested member-only research
PROPAZHBS6,M077,P00060,AM-2024,2025-06-25T10:29:00,3,Wants case study
PRO2R7O5L9,M077,P00175,AM-2025,2025-06-25T17:31:00,4,Follow up after event
PROQ45Z9SJ,M077,P00313,AM-2024,2025-06-25T11:44:00,5,Follow up after event
PROR670P98,M077,P00002,AM-2024,2025-06-25T16:19:00,5,Interested in certification track
PRO492375V,M077,P00160,AM-2024,2025-06-25T11:29:00,5,Referred by current member
PROQM8TYAT,M077,P00290,AM-2024,2025-06-25T17:29:00,5,Interested in demo
PRO4SUE0KJ,M077,P00217,AM-2025,2025-06-25T10:48:00,2,Interested in certification track
PROINLEV0I,M077,P00102,AM-2025,2025-06-25T17:20:00,2,Interested in demo
PROPOQYP29,M077,P00337,AM-2025,2025-06-25T09:38:00,5,Wants case study
PROSP6VWXK,M077,P00047,AM-2025,2025-06-25T12:46:00,5,Follow up after event
PRORCOMM3C,M055,P00189,AM-2024,2025-06-25T16:03:00,2,Follow up after event
PROMYU5116,M055,P00246,AM-2025,2025-06-25T19:09:00,3,Wants case study
PROCLAL7Q2,M055,P00203,AM-2025,2025-06-25T17:17:00,4,Interested in demo
PRO5E2VT8E,M055,P00020,AM-2024,2025-06-25T16:17:00,2,Asked about pricing
PROO4935TP,M055,P00225,AM-2024,2025-06-25T15:43:00,2,Interested in certification track
PROREFIOTS,M055,P00268,AM-2025,2025-06-25T17:31:00,2,Interested in certification track
PRONU89JJF,M055,P00345,AM-2025,2025-06-25T20:13:00,3,Wants case study
PRO39IHC3D,M055,P00158,AM-2025,2025-06-25T09:03:00,4,Interested in demo
PROL61E1JN,M055,P00336,AM-2024,2025-06-25T15:31:00,3,Asked about pricing
PROW0P36PM,M055,P00370,AM-2024,2025-06-25T20:27:00,3,Interested in certification track
PROMXEFMIS,M055,P00356,AM-2025,2025-06-25T19:01:00,2,Wants case study
PRO4MF4RCY,M055,P00411,AM-2025,2025-06-25T10:05:00,3,Asked about pricing
PROPU1X8MH,M055,P00287,AM-2024,2025-06-25T19:55:00,4,Wants case study
PROFUIQ6I9,M055,P00329,AM-2025,2025-06-25T20:06:00,3,Considering upgrade to Enterprise
PROGO6X616,M055,P00198,AM-2024,2025-06-25T14:16:00,5,Asked about corporate tier
PROEEZOGKJ,M055,P00072,AM-2025,2025-06-25T15:29:00,3,Referred by current member
PRO8S91USF,M055,P00230,AM-2025,2025-06-25T18:16:00,4,Follow up after event
PROANCRRE6,M055,P00223,AM-2025,2025-06-25T16:42:00,3,Requested member-only research
PROWDPTFEF,M055,P00205,AM-2025,2025-06-25T18:30:00,3,Follow up after event
PRO460ZLVC,M055,P00300,AM-2025,2025-06-25T16:34:00,4,Asked about pricing
PROLO5QDYG,M055,P00320,AM-2025,2025-06-25T09:15:00,4,Follow up after event
PRO9NS6JGX,M055,P00152,AM-2024,2025-06-25T12:30:00,4,Asked about pricing
PROJ41IRG1,M055,P00303,AM-2025,2025-06-25T20:46:00,3,Follow up after event
PROETQJ6WO,M055,P00141,AM-2025,2025-06-25T21:00:00,3,Interested in demo
PRO1EUXN89,M055,P00304,AM-2025,2025-06-25T19:47:00,4,Renewal candidate
PROSDY7T08,M055,P00260,AM-2024,2025-06-25T10:38:00,3,Asked about pricing
PROF8XO8XQ,M055,P00185,AM-2025,2025-06-25T18:32:00,3,Wants case study
PROM30QQVE,M055,P00077,AM-2025,2025-06-25T11:16:00,5,Interested in demo
PROV0C2CKA,M055,P00140,AM-2024,2025-06-25T11:59:00,3,Considering upgrade to Enterprise
PRO0556HTG,M055,P00137,AM-2024,2025-06-25T20:21:00,5,Lapsed last year — re-engaging
PRO6227K6U,M055,P00177,AM-2024,2025-06-25T16:44:00,2,Follow up after event
PROI9HYJIH,M055,P00252,AM-2024,2025-06-25T12:50:00,1,Interested in demo
PROH5K30YG,M055,P00024,AM-2025,2025-06-25T16:52:00,3,Considering upgrade to Enterprise
PROYFRRX3F,M055,P00049,AM-2025,2025-06-25T12:33:00,2,Wants case study
PRONE8D0AI,M055,P00368,AM-2024,2025-06-25T18:03:00,4,Renewal candidate
PROH9Z2RFK,M055,P00291,AM-2025,2025-06-25T17:12:00,1,
PRO3EL2ZG8,M055,P00096,AM-2025,2025-06-25T20:19:00,4,Interested in demo
PRO94VLN49,M055,P00143,AM-2025,2025-06-25T19:35:00,3,Renewal candidate
PRORZFWBLS,M055,P00388,AM-2025,2025-06-25T13:30:00,5,Lapsed last year — re-engaging
