brief_id,client_id,candidate_id,cycle_id,received_at,priority_score,note
BRJ114DO4,CL074,CD00115,CY-2024,2025-06-25T15:40:00,2,Asked for off-record candidate review
BRBZBMQGQ,CL074,CD00280,CY-2024,2025-06-25T10:13:00,3,Wants case study
BRYWUKM7R,CL074,CD00336,CY-2025,2025-06-25T13:55:00,3,Asked about pricing
BREU7XA4H,CL074,CD00122,CY-2025,2025-06-25T09:36:00,2,Follow up after event
BRTA9OAY9,CL074,CD00001,CY-2025,2025-06-25T09:23:00,4,Asked about pricing
BR9XRY0DM,CL023,CD00097,CY-2024,2025-06-25T13:53:00,5,Asked about pricing
BROGE32BV,CL023,CD00174,CY-2024,2025-06-25T12:30:00,4,Asked about pricing
BRHMZ2HN9,CL023,CD00278,CY-2025,2025-06-25T10:04:00,5,Wants case study
BR8ZSQC1M,CL023,CD00385,CY-2025,2025-06-25T10:15:00,3,Wants case study
BRDQZTO0I,CL023,CD00363,CY-2024,2025-06-25T20:58:00,2,Hot follow-up
BR84I6PMF,CL023,CD00235,CY-2025,2025-06-25T11:59:00,2,
BRAKVVQRJ,CL023,CD00072,CY-2025,2025-06-25T10:29:00,2,Interested in demo
BRYIEO8O4,CL023,CD00003,CY-2025,2025-06-25T17:04:00,4,Follow up after event
BR57VYTA9,CL023,CD00140,CY-2025,2025-06-25T18:40:00,2,Wants case study
BRIY4E400,CL023,CD00418,CY-2024,2025-06-25T18:08:00,1,Interested in demo
BR6P5VMMD,CL023,CD00339,CY-2024,2025-06-25T18:26:00,4,Follow up after event
BR6JLNR7C,CL023,CD00181,CY-2025,2025-06-25T15:01:00,2,Hot follow-up
BRS5TYYNP,CL023,CD00070,CY-2024,2025-06-25T12:35:00,2,Asked about pricing
BR8YE4OO2,CL023,CD00380,CY-2024,2025-06-25T14:04:00,5,Asked about pricing
BR2YFE1VN,CL023,CD00232,CY-2024,2025-06-25T18:26:00,4,Wants longlist within 10 business days
BRG39GHRL,CL023,CD00395,CY-2025,2025-06-25T19:02:00,3,Hold for board meeting decision
BRBDDM2UF,CL023,CD00162,CY-2025,2025-06-25T19:10:00,5,Wants case study
BREZD5LW6,CL023,CD00175,CY-2025,2025-06-25T16:40:00,4,Interested in demo
BROCODTD9,CL023,CD00044,CY-2025,2025-06-25T20:17:00,4,Requested benchmark comp data
BR9UAMTW7,CL023,CD00358,CY-2025,2025-06-25T12:10:00,3,Wants longlist within 10 business days
BR2IZMD2U,CL023,CD00114,CY-2025,2025-06-25T19:24:00,4,Requested benchmark comp data
BRPM7ODVN,CL023,CD00290,CY-2025,2025-06-25T14:24:00,5,Inbound from referral
BRXQ7GG9E,CL023,CD00184,CY-2025,2025-06-25T15:35:00,2,Interested in demo
BRTJSJEVJ,CL023,CD00073,CY-2024,2025-06-25T15:43:00,2,
BRVLA1Y4N,CL023,CD00293,CY-2025,2025-06-25T18:45:00,5,Asked about pricing
BRGUIESGY,CL023,CD00076,CY-2024,2025-06-25T17:37:00,1,Wants longlist within 10 business days
BR6T22JIK,CL023,CD00402,CY-2025,2025-06-25T17:44:00,4,Follow up after event
BR8E165F6,CL023,CD00419,CY-2024,2025-06-25T09:13:00,2,Interested in demo
BRPPCL7RN,CL023,CD00081,CY-2025,2025-06-25T12:28:00,3,Requested benchmark comp data
BR9A88699,CL023,CD00094,CY-2025,2025-06-25T17:33:00,4,Wants case study
BR3G41Y1L,CL023,CD00280,CY-2024,2025-06-25T20:25:00,2,Follow up after event
BR2T584SD,CL023,CD00317,CY-2024,2025-06-25T17:20:00,2,Asked about pricing
BRPA75KVO,CL023,CD00093,CY-2025,2025-06-25T09:43:00,5,Wants case study
BRIAAF99Q,CL023,CD00396,CY-2025,2025-06-25T12:19:00,3,Wants case study
BRN3PZKL2,CL023,CD00035,CY-2025,2025-06-25T18:15:00,5,Asked about pricing
BRPPV1AV9,CL023,CD00371,CY-2025,2025-06-25T16:36:00,4,New stakeholder — needs intro call
BRERGPKCN,CL023,CD00237,CY-2025,2025-06-25T17:28:00,3,Requested benchmark comp data
BRMCOKL1Q,CL023,CD00221,CY-2025,2025-06-25T11:41:00,1,Hot follow-up
BRXK2ABUC,CL023,CD00209,CY-2024,2025-06-25T11:43:00,1,Interested in demo
BR8UUUALQ,CL023,CD00062,CY-2025,2025-06-25T18:13:00,3,Hot follow-up
BRZM9VCSK,CL023,CD00368,CY-2025,2025-06-25T15:49:00,2,Wants case study
BRXF4MUZD,CL023,CD00074,CY-2025,2025-06-25T09:16:00,1,Inbound from referral
BRLK038NT,CL023,CD00300,CY-2024,2025-06-25T17:45:00,3,Wants case study
BRTH74EFX,CL023,CD00120,CY-2025,2025-06-25T13:22:00,3,Follow up after event
BRGB5ECKA,CL023,CD00354,CY-2024,2025-06-25T17:27:00,5,Considering retained vs project
BR97UF0A8,CL023,CD00252,CY-2025,2025-06-25T20:30:00,5,Interested in demo
BR327PN5P,CL023,CD00182,CY-2024,2025-06-25T20:28:00,5,Wants case study
BRHU39IMQ,CL023,CD00215,CY-2025,2025-06-25T11:49:00,5,Follow up after event
BRX0PEOEW,CL023,CD00008,CY-2025,2025-06-25T10:07:00,2,Wants case study
BRBS7YEEY,CL023,CD00301,CY-2024,2025-06-25T10:29:00,4,Asked about pricing
BRBD5OLB0,CL023,CD00173,CY-2025,2025-06-25T18:27:00,3,Wants case study
BRDNLAPSR,CL023,CD00126,CY-2025,2025-06-25T19:01:00,5,Asked about pricing
BRFQHMTP7,CL023,CD00378,CY-2025,2025-06-25T09:51:00,2,Requested benchmark comp data
BRDFRUH8T,CL023,CD00020,CY-2024,2025-06-25T09:11:00,2,Follow up after event
BR0CSPNRM,CL023,CD00414,CY-2025,2025-06-25T19:13:00,2,Follow up after event
BRMIB4Z1H,CL023,CD00090,CY-2024,2025-06-25T18:21:00,3,Follow up after event
BRZ56PERF,CL023,CD00046,CY-2024,2025-06-25T14:02:00,2,Follow up after event
BR483V56P,CL023,CD00056,CY-2024,2025-06-25T15:26:00,1,Asked about pricing
BRG3LO4VB,CL023,CD00052,CY-2025,2025-06-25T19:34:00,3,Interested in demo
BRRI2UQ16,CL023,CD00145,CY-2024,2025-06-25T16:07:00,2,Wants case study
BR8CXNDEO,CL059,CD00027,CY-2024,2025-06-25T11:32:00,3,Wants case study
BR915QGBU,CL059,CD00197,CY-2024,2025-06-25T15:58:00,4,Wants case study
BRLKW6Q1A,CL059,CD00276,CY-2024,2025-06-25T17:41:00,4,Asked about pricing
BRA1PDW9N,CL059,CD00255,CY-2024,2025-06-25T11:14:00,2,Asked about pricing
BRC9WRCNA,CL059,CD00036,CY-2024,2025-06-25T11:18:00,3,Asked about pricing
BRKRYB7WT,CL059,CD00091,CY-2024,2025-06-25T09:38:00,5,Interested in demo
BRNIZRHD5,CL059,CD00379,CY-2025,2025-06-25T16:54:00,3,Follow up after event
BRMFJY541,CL059,CD00178,CY-2024,2025-06-25T14:00:00,3,Hot follow-up
BRB1AEBGU,CL059,CD00214,CY-2025,2025-06-25T16:06:00,4,Hold for board meeting decision
BR6LC6986,CL059,CD00219,CY-2025,2025-06-25T18:18:00,1,
BR6GY0963,CL059,CD00264,CY-2024,2025-06-25T13:13:00,3,Interested in demo
BRQQFAHL6,CL059,CD00361,CY-2024,2025-06-25T18:23:00,1,Interested in demo
BRIX57L5D,CL059,CD00113,CY-2025,2025-06-25T15:52:00,3,Interested in demo
BREZS6HWQ,CL059,CD00185,CY-2025,2025-06-25T20:10:00,4,Interested in demo
BRU2VKJI8,CL059,CD00201,CY-2025,2025-06-25T18:41:00,1,Requested benchmark comp data
BRHGK4GLD,CL059,CD00073,CY-2025,2025-06-25T20:36:00,3,Wants case study
BRKK7QVH9,CL059,CD00222,CY-2025,2025-06-25T20:53:00,1,Wants case study
BRQGBP4FI,CL059,CD00024,CY-2024,2025-06-25T12:43:00,2,Follow up after event
BR2U92Q5E,CL059,CD00117,CY-2025,2025-06-25T15:56:00,2,Follow up after event
BR2SHRUBV,CL059,CD00348,CY-2024,2025-06-25T18:35:00,3,Asked about pricing
BRY1DLJW6,CL059,CD00290,CY-2025,2025-06-25T15:13:00,4,Follow up after event
BRAJT6068,CL059,CD00262,CY-2024,2025-06-25T13:35:00,3,Asked about pricing
BRUHDLZYF,CL059,CD00208,CY-2024,2025-06-25T14:58:00,1,Wants case study
BRV39EB33,CL059,CD00200,CY-2025,2025-06-25T14:21:00,3,Asked about pricing
BRYMY2STH,CL059,CD00116,CY-2025,2025-06-25T10:16:00,2,Interested in demo
BR2935QD6,CL059,CD00247,CY-2025,2025-06-25T18:15:00,1,Wants case study
BRZI7UVMU,CL059,CD00371,CY-2025,2025-06-25T17:11:00,3,Existing client expanding mandate
BRYJD1H6R,CL059,CD00199,CY-2025,2025-06-25T15:11:00,5,Interested in demo
BR7TP6QBI,CL059,CD00228,CY-2024,2025-06-25T10:40:00,5,Asked about pricing
BRWMGZ6VV,CL059,CD00395,CY-2025,2025-06-25T11:41:00,3,Follow up after event
BRLU07TEB,CL059,CD00033,CY-2025,2025-06-25T18:45:00,5,Interested in demo
BRJY1AGRI,CL059,CD00306,CY-2025,2025-06-25T10:48:00,1,Follow up after event
BRFW9BIDR,CL059,CD00104,CY-2025,2025-06-25T11:45:00,4,
BRLTTC620,CL059,CD00266,CY-2025,2025-06-25T10:27:00,5,Wants case study
BRF7GDSRP,CL059,CD00418,CY-2024,2025-06-25T09:14:00,5,Wants case study
BRZ958F1Z,CL059,CD00412,CY-2024,2025-06-25T20:58:00,3,Hot follow-up
BRDSVHM7X,CL059,CD00232,CY-2025,2025-06-25T11:57:00,3,Wants case study
BR20N63VF,CL059,CD00249,CY-2025,2025-06-25T11:43:00,2,Wants case study
BR5BI0OEB,CL059,CD00067,CY-2024,2025-06-25T09:33:00,4,Asked about pricing
BRSVHJWOO,CL059,CD00069,CY-2025,2025-06-25T16:47:00,5,Wants case study
BRM908KQQ,CL059,CD00072,CY-2024,2025-06-25T16:11:00,2,Asked about pricing
BRS0OYG1E,CL059,CD00253,CY-2024,2025-06-25T20:38:00,2,Inbound from referral
BRFDMW5NZ,CL059,CD00032,CY-2025,2025-06-25T19:10:00,5,Interested in demo
BR7A0K7CN,CL059,CD00047,CY-2025,2025-06-25T09:37:00,5,New stakeholder — needs intro call
BRBDUFA54,CL059,CD00124,CY-2024,2025-06-25T17:31:00,2,New stakeholder — needs intro call
BRV5DBYKU,CL059,CD00239,CY-2025,2025-06-25T14:54:00,4,Wants case study
BR8X1AYSP,CL059,CD00295,CY-2025,2025-06-25T16:18:00,4,Hot follow-up
BRKY2RM3C,CL028,CD00135,CY-2025,2025-06-25T12:52:00,2,Wants case study
BRS9YTSS0,CL028,CD00257,CY-2024,2025-06-25T20:13:00,4,Wants case study
BRHSPULGK,CL028,CD00417,CY-2025,2025-06-25T12:11:00,3,Asked about pricing
BR9M46OHF,CL028,CD00238,CY-2025,2025-06-25T09:18:00,4,Asked about pricing
BRLY415ZL,CL028,CD00193,CY-2025,2025-06-25T12:25:00,3,Interested in demo
BRWS827E8,CL028,CD00385,CY-2024,2025-06-25T15:19:00,1,Asked about pricing
BR3JIW3TP,CL028,CD00070,CY-2024,2025-06-25T11:03:00,3,Asked about pricing
BRI9M31L5,CL028,CD00102,CY-2025,2025-06-25T16:59:00,4,Asked about pricing
BRC4YA4LV,CL028,CD00327,CY-2025,2025-06-25T09:56:00,5,Hot follow-up
BRXMM26AK,CL028,CD00326,CY-2025,2025-06-25T17:58:00,5,Interested in demo
BRMS7P3Y2,CL028,CD00131,CY-2024,2025-06-25T09:57:00,3,Asked for off-record candidate review
BRDIR0GHZ,CL028,CD00279,CY-2024,2025-06-25T13:48:00,2,Interested in demo
BR3Q3M00Z,CL028,CD00352,CY-2025,2025-06-25T12:00:00,4,Wants case study
BRGV1RRQD,CL028,CD00096,CY-2024,2025-06-25T17:39:00,4,Wants case study
BRDBEF1WE,CL028,CD00186,CY-2024,2025-06-25T17:09:00,5,Follow up after event
BRPMOAH4X,CL028,CD00141,CY-2024,2025-06-25T09:37:00,4,Follow up after event
BRPIQZV6O,CL028,CD00411,CY-2025,2025-06-25T20:41:00,4,
BRMC2H3V3,CL028,CD00011,CY-2025,2025-06-25T20:49:00,2,Asked about pricing
BR03P2LDS,CL028,CD00065,CY-2025,2025-06-25T10:13:00,2,Interested in demo
BRRI58L0W,CL028,CD00002,CY-2025,2025-06-25T10:24:00,3,Asked about pricing
BRLTNZB1X,CL028,CD00410,CY-2024,2025-06-25T12:51:00,1,Inbound from referral
BRFSSEFJU,CL028,CD00230,CY-2025,2025-06-25T20:05:00,2,Interested in demo
BRJKOPWGV,CL028,CD00118,CY-2024,2025-06-25T19:51:00,5,Follow up after event
BRVB6XVND,CL028,CD00105,CY-2024,2025-06-25T10:54:00,1,
BRQO6RLOR,CL028,CD00420,CY-2024,2025-06-25T19:29:00,5,Wants case study
BRB1Z7ME9,CL028,CD00015,CY-2025,2025-06-25T13:55:00,3,Interested in demo
BR70KSUJU,CL028,CD00030,CY-2025,2025-06-25T18:58:00,2,Wants case study
BRB9SZFC4,CL028,CD00289,CY-2025,2025-06-25T20:00:00,5,Asked about pricing
BRLF5X6BP,CL028,CD00293,CY-2024,2025-06-25T11:23:00,2,Wants case study
BRW5HIBUX,CL028,CD00178,CY-2025,2025-06-25T09:43:00,1,Asked for off-record candidate review
BRP6FFZ7Y,CL028,CD00355,CY-2025,2025-06-25T10:34:00,5,Wants case study
BRLDCW0ZI,CL028,CD00124,CY-2025,2025-06-25T15:59:00,2,Asked about pricing
BR0H2TAYB,CL028,CD00057,CY-2024,2025-06-25T11:34:00,5,Hot follow-up
BRIPUF6FY,CL028,CD00129,CY-2024,2025-06-25T17:40:00,4,Wants case study
BRDFUJIL1,CL028,CD00213,CY-2025,2025-06-25T18:05:00,2,Wants case study
BRXFAJNRI,CL028,CD00321,CY-2025,2025-06-25T11:32:00,3,
BRDS3MXJX,CL028,CD00161,CY-2025,2025-06-25T10:15:00,1,Follow up after event
BR78YQW25,CL028,CD00223,CY-2024,2025-06-25T17:24:00,4,Requested benchmark comp data
BRGKZDWB2,CL028,CD00391,CY-2025,2025-06-25T12:47:00,1,
BR40EYN9I,CL028,CD00074,CY-2024,2025-06-25T19:31:00,3,Asked about pricing
BRSWP2WJH,CL028,CD00419,CY-2024,2025-06-25T20:06:00,1,Asked about pricing
BRFP7PKWC,CL028,CD00137,CY-2024,2025-06-25T15:04:00,4,Existing client expanding mandate
BRBEMHBSV,CL028,CD00337,CY-2025,2025-06-25T09:23:00,4,Follow up after event
BRXX2AJY4,CL028,CD00340,CY-2025,2025-06-25T15:10:00,5,Interested in demo
BROWYPH0Q,CL028,CD00082,CY-2024,2025-06-25T17:54:00,4,
BRTV3ZT41,CL028,CD00260,CY-2025,2025-06-25T14:09:00,4,Wants longlist within 10 business days
BRBJ7JQ2D,CL028,CD00206,CY-2025,2025-06-25T13:27:00,1,Follow up after event
BRPK83SCU,CL028,CD00140,CY-2025,2025-06-25T12:27:00,5,Wants case study
BRGGKOT15,CL028,CD00393,CY-2024,2025-06-25T19:55:00,1,Wants case study
BR03J8DQC,CL028,CD00058,CY-2024,2025-06-25T20:52:00,2,Follow up after event
BRMO431KZ,CL028,CD00198,CY-2024,2025-06-25T11:12:00,1,Considering retained vs project
BRJRMKNCX,CL028,CD00294,CY-2025,2025-06-25T11:03:00,2,Asked about pricing
BR6W0QN84,CL028,CD00261,CY-2024,2025-06-25T17:21:00,1,Interested in demo
BROTM7M0Y,CL028,CD00142,CY-2024,2025-06-25T15:50:00,3,Wants case study
BRAPNO0MT,CL028,CD00389,CY-2024,2025-06-25T10:50:00,3,Hot follow-up
BRPYL8CEI,CL028,CD00300,CY-2025,2025-06-25T12:34:00,3,Requested benchmark comp data
BRG9L56Q1,CL028,CD00409,CY-2025,2025-06-25T10:37:00,5,Follow up after event
BRUIBAILT,CL028,CD00101,CY-2024,2025-06-25T15:23:00,5,Wants case study
BRUUAE0QL,CL028,CD00051,CY-2025,2025-06-25T19:33:00,4,Wants longlist within 10 business days
BRR0UIPQS,CL028,CD00262,CY-2024,2025-06-25T19:43:00,4,Existing client expanding mandate
BRP06LATD,CL028,CD00025,CY-2025,2025-06-25T17:11:00,1,Requested benchmark comp data
BRQGZEQZS,CL028,CD00113,CY-2024,2025-06-25T14:39:00,4,Follow up after event
BRXXC121D,CL028,CD00325,CY-2024,2025-06-25T10:05:00,4,Follow up after event
BRQU4W8EE,CL028,CD00041,CY-2025,2025-06-25T19:24:00,2,Interested in demo
BR5GR6CCG,CL028,CD00341,CY-2025,2025-06-25T09:15:00,5,Wants case study
BRR28ZR4G,CL028,CD00401,CY-2024,2025-06-25T20:35:00,5,Wants case study
BR59MYX88,CL028,CD00373,CY-2025,2025-06-25T19:02:00,3,Follow up after event
BRDDUSES7,CL028,CD00086,CY-2025,2025-06-25T17:11:00,3,Asked about pricing
BRMW8VMYT,CL028,CD00021,CY-2024,2025-06-25T19:21:00,1,Wants case study
BRD1LCNHZ,CL028,CD00351,CY-2024,2025-06-25T09:22:00,5,Requested benchmark comp data
BRD0OVKFM,CL028,CD00306,CY-2024,2025-06-25T19:03:00,4,Interested in demo
BRXS01NB5,CL028,CD00164,CY-2025,2025-06-25T11:29:00,4,Asked about pricing
BRLZPOF10,CL028,CD00146,CY-2025,2025-06-25T19:42:00,4,Follow up after event
BRB31RN92,CL028,CD00035,CY-2025,2025-06-25T12:24:00,3,Hot follow-up
BRQ9HI5Y1,CL028,CD00022,CY-2025,2025-06-25T10:35:00,2,Wants longlist within 10 business days
BRK3CGJTL,CL028,CD00382,CY-2024,2025-06-25T15:28:00,3,Requested benchmark comp data
BRFTAPVSA,CL028,CD00333,CY-2025,2025-06-25T17:54:00,2,Interested in demo
BRNJ342QH,CL028,CD00362,CY-2025,2025-06-25T10:59:00,5,Considering retained vs project
BRFXFQXXL,CL028,CD00380,CY-2025,2025-06-25T19:02:00,2,Asked for off-record candidate review
BR1QBCHBY,CL028,CD00116,CY-2025,2025-06-25T19:45:00,2,Wants case study
BR8Q6GY7Y,CL028,CD00310,CY-2025,2025-06-25T13:45:00,5,Follow up after event
BRORK5QDL,CL028,CD00026,CY-2024,2025-06-25T17:46:00,3,Asked about pricing
BR05AT6W7,CL028,CD00350,CY-2024,2025-06-25T16:18:00,3,New stakeholder — needs intro call
BRRKHUNNS,CL028,CD00128,CY-2025,2025-06-25T16:39:00,3,Existing client expanding mandate
BR51JA7N5,CL028,CD00226,CY-2025,2025-06-25T18:19:00,5,Follow up after event
BRMESYANY,CL028,CD00181,CY-2025,2025-06-25T13:45:00,1,Asked about pricing
BR1G4MEQG,CL028,CD00224,CY-2024,2025-06-25T16:44:00,4,Asked about pricing
BRFZN5AYN,CL028,CD00200,CY-2024,2025-06-25T20:11:00,4,Interested in demo
BR7C4219N,CL028,CD00078,CY-2025,2025-06-25T21:00:00,4,Wants case study
BRCSFNEM3,CL028,CD00024,CY-2025,2025-06-25T09:54:00,5,Existing client expanding mandate
BR93UXSGJ,CL028,CD00272,CY-2024,2025-06-25T18:35:00,3,Wants longlist within 10 business days
BRRQ9H2GM,CL028,CD00068,CY-2025,2025-06-25T10:57:00,5,Asked about pricing
BRMJN79P7,CL028,CD00221,CY-2024,2025-06-25T14:26:00,3,Requested benchmark comp data
BR1VRC037,CL028,CD00163,CY-2025,2025-06-25T10:06:00,2,Wants case study
BR45TW3UT,CL028,CD00322,CY-2025,2025-06-25T20:10:00,4,New stakeholder — needs intro call
BRNP9KKCB,CL028,CD00199,CY-2024,2025-06-25T15:00:00,3,Asked about pricing
BRHTG9MHX,CL028,CD00315,CY-2025,2025-06-25T10:34:00,5,Wants longlist within 10 business days
BRT02MADN,CL077,CD00125,CY-2024,2025-06-25T10:34:00,1,Asked for off-record candidate review
BR2RKO49Z,CL077,CD00136,CY-2025,2025-06-25T10:30:00,4,Wants case study
BR5QFY393,CL077,CD00052,CY-2024,2025-06-25T12:59:00,3,Asked for off-record candidate review
BR85YCEU8,CL077,CD00029,CY-2025,2025-06-25T16:57:00,3,Wants case study
BR27XQFZ6,CL077,CD00117,CY-2025,2025-06-25T20:17:00,5,Inbound from referral
BRAPIOBON,CL077,CD00216,CY-2024,2025-06-25T14:28:00,2,Follow up after event
BR7TDKB9Y,CL077,CD00272,CY-2024,2025-06-25T17:13:00,4,Considering retained vs project
BR8PAIHAE,CL077,CD00027,CY-2025,2025-06-25T12:18:00,3,Inbound from referral
BRA6202SD,CL077,CD00111,CY-2024,2025-06-25T12:18:00,3,Follow up after event
BRLQEWJYA,CL077,CD00347,CY-2025,2025-06-25T19:50:00,1,Hot follow-up
BRN0IY6P6,CL077,CD00129,CY-2024,2025-06-25T12:26:00,3,Follow up after event
BR2F1YBOS,CL077,CD00348,CY-2025,2025-06-25T12:11:00,4,Wants case study
BROAMSJS6,CL077,CD00034,CY-2024,2025-06-25T16:57:00,1,Inbound from referral
BRY5E366G,CL077,CD00154,CY-2024,2025-06-25T17:48:00,5,Interested in demo
BRHS7KBZD,CL077,CD00088,CY-2024,2025-06-25T19:23:00,3,Considering retained vs project
BRL4WVKUL,CL077,CD00293,CY-2024,2025-06-25T15:47:00,3,Interested in demo
BRGOIZHZQ,CL077,CD00224,CY-2024,2025-06-25T16:05:00,5,Asked about pricing
BR9VHLFW6,CL077,CD00044,CY-2025,2025-06-25T10:02:00,4,Interested in demo
BRYVMGH54,CL077,CD00168,CY-2025,2025-06-25T17:30:00,3,Wants case study
BRZKBRQQS,CL077,CD00403,CY-2025,2025-06-25T10:36:00,3,Inbound from referral
BRTY4K0PB,CL077,CD00368,CY-2024,2025-06-25T18:08:00,1,Interested in demo
BRSDA896V,CL077,CD00057,CY-2025,2025-06-25T15:40:00,4,Requested benchmark comp data
BRLV15PUF,CL077,CD00080,CY-2025,2025-06-25T17:51:00,3,Wants case study
BRGCAJNTO,CL077,CD00113,CY-2025,2025-06-25T17:05:00,5,Wants case study
BRRSAUCDL,CL077,CD00312,CY-2024,2025-06-25T10:20:00,5,Wants case study
BRVGEU61X,CL077,CD00378,CY-2025,2025-06-25T14:22:00,3,Asked about pricing
BRPO7YTZA,CL077,CD00171,CY-2025,2025-06-25T17:52:00,4,Interested in demo
BR6EQLQBM,CL077,CD00019,CY-2025,2025-06-25T16:14:00,2,Hold for board meeting decision
BR0XLYLU9,CL077,CD00165,CY-2025,2025-06-25T18:43:00,1,Wants case study
BRJFQJVH3,CL077,CD00349,CY-2025,2025-06-25T18:33:00,3,Inbound from referral
BRSWZPQ8E,CL077,CD00344,CY-2025,2025-06-25T10:27:00,4,Follow up after event
BRXKZKM24,CL077,CD00214,CY-2024,2025-06-25T11:19:00,3,Wants longlist within 10 business days
BRZH0DDLV,CL077,CD00061,CY-2024,2025-06-25T19:10:00,1,Wants case study
BR0MI9754,CL077,CD00014,CY-2025,2025-06-25T16:20:00,4,Interested in demo
BR2K3HIB4,CL077,CD00292,CY-2025,2025-06-25T10:10:00,3,Wants case study
BRHOONC05,CL077,CD00049,CY-2024,2025-06-25T15:16:00,3,Interested in demo
BR7SYS1KW,CL077,CD00108,CY-2025,2025-06-25T18:03:00,3,Follow up after event
BR7HU9SXY,CL077,CD00340,CY-2025,2025-06-25T09:07:00,2,Interested in demo
BRLKPF1DP,CL077,CD00380,CY-2025,2025-06-25T13:49:00,4,Asked about pricing
BRK9KM5YH,CL077,CD00083,CY-2025,2025-06-25T15:24:00,2,Follow up after event
BRQN8129A,CL077,CD00037,CY-2025,2025-06-25T16:13:00,1,Considering retained vs project
BRNB2S5DQ,CL077,CD00227,CY-2025,2025-06-25T12:28:00,3,Follow up after event
BR52HPNPC,CL077,CD00263,CY-2025,2025-06-25T16:07:00,3,Wants case study
BRZ79CQU5,CL077,CD00396,CY-2025,2025-06-25T10:33:00,4,
BRJBVH19G,CL077,CD00174,CY-2025,2025-06-25T20:47:00,3,Interested in demo
BR4Y9LTZA,CL077,CD00353,CY-2025,2025-06-25T20:16:00,2,Existing client expanding mandate
BROXHG60Y,CL077,CD00352,CY-2025,2025-06-25T10:28:00,5,Wants case study
BRQONWUCQ,CL077,CD00068,CY-2024,2025-06-25T13:27:00,5,Interested in demo
BRNBXTZ8B,CL077,CD00339,CY-2024,2025-06-25T20:03:00,4,Asked about pricing
BRNJV4JGQ,CL077,CD00245,CY-2025,2025-06-25T20:15:00,5,Follow up after event
BRYTPZFXG,CL077,CD00274,CY-2025,2025-06-25T09:36:00,2,Follow up after event
BR815JE31,CL077,CD00259,CY-2024,2025-06-25T13:25:00,3,Interested in demo
BRWB8FWLR,CL077,CD00124,CY-2025,2025-06-25T16:19:00,5,Hot follow-up
BRYVS7NGP,CL077,CD00419,CY-2024,2025-06-25T12:30:00,4,Follow up after event
BRQUOC3NE,CL077,CD00046,CY-2025,2025-06-25T16:45:00,1,Follow up after event
BRCSO5D58,CL077,CD00197,CY-2024,2025-06-25T17:56:00,4,Interested in demo
BRC582CKR,CL077,CD00233,CY-2024,2025-06-25T18:58:00,1,Considering retained vs project
BRD4I432Z,CL077,CD00199,CY-2024,2025-06-25T12:27:00,3,Wants longlist within 10 business days
BRABN7XWD,CL077,CD00017,CY-2025,2025-06-25T20:55:00,2,Interested in demo
BRTNDFHQV,CL077,CD00242,CY-2025,2025-06-25T10:46:00,1,Asked about pricing
BR5543RRC,CL077,CD00195,CY-2024,2025-06-25T16:37:00,4,Asked about pricing
BRMWTHBL8,CL077,CD00036,CY-2025,2025-06-25T11:04:00,5,Wants case study
BR6NDXN44,CL077,CD00146,CY-2025,2025-06-25T10:23:00,4,Interested in demo
BRFSFTYTS,CL077,CD00260,CY-2025,2025-06-25T20:54:00,2,Wants case study
BRD0AJPZ0,CL077,CD00372,CY-2024,2025-06-25T14:44:00,4,Asked about pricing
BRA0VM00R,CL077,CD00240,CY-2024,2025-06-25T18:18:00,4,Interested in demo
BRB3K0O15,CL077,CD00404,CY-2025,2025-06-25T10:07:00,2,Asked about pricing
BRQDAOD73,CL077,CD00198,CY-2025,2025-06-25T09:27:00,3,Interested in demo
BR0DAH1EF,CL077,CD00028,CY-2025,2025-06-25T16:52:00,5,Follow up after event
BRDENSO30,CL077,CD00011,CY-2024,2025-06-25T14:58:00,3,Follow up after event
BRVFIBJP1,CL077,CD00400,CY-2025,2025-06-25T11:17:00,3,Follow up after event
BRKTLJ1EG,CL077,CD00089,CY-2024,2025-06-25T16:58:00,3,Asked for off-record candidate review
BR3V6KSR4,CL077,CD00287,CY-2024,2025-06-25T15:57:00,3,Follow up after event
BR8PCZJX9,CL077,CD00420,CY-2025,2025-06-25T11:26:00,3,Asked about pricing
BR7MKSJVI,CL077,CD00317,CY-2025,2025-06-25T15:42:00,3,Asked about pricing
BRIMPCSF4,CL077,CD00045,CY-2025,2025-06-25T11:46:00,2,New stakeholder — needs intro call
BRHZSLUU5,CL077,CD00093,CY-2025,2025-06-25T11:04:00,4,Asked for off-record candidate review
BRJG72I3G,CL077,CD00107,CY-2025,2025-06-25T11:58:00,3,Requested benchmark comp data
BR750K6XF,CL077,CD00261,CY-2024,2025-06-25T10:27:00,2,Asked about pricing
BR3L98PBY,CL077,CD00346,CY-2025,2025-06-25T16:49:00,3,Interested in demo
BRZDO90QJ,CL077,CD00360,CY-2024,2025-06-25T13:48:00,5,New stakeholder — needs intro call
BRJ8A3B26,CL077,CD00371,CY-2024,2025-06-25T14:12:00,4,Asked about pricing
BR60HTPLE,CL077,CD00276,CY-2025,2025-06-25T14:43:00,4,Interested in demo
BRI6RHDLI,CL077,CD00319,CY-2024,2025-06-25T15:14:00,3,Interested in demo
BRSGSRSS1,CL077,CD00280,CY-2024,2025-06-25T10:56:00,2,Wants case study
BRI9XK2UV,CL077,CD00153,CY-2024,2025-06-25T14:13:00,2,Wants longlist within 10 business days
